url,domain,source_type,scheme_tag,last_crawled_timestamp
https://groww.in/mutual-funds/motilal-oswal-most-focused-midcap-30-fund-direct-growth,groww.in,scheme_page_html,motilal-oswal-most-focused-midcap-30-fund-direct-growth,2026-04-17T14:18:18.903844+00:00
https://groww.in/mutual-funds/motilal-oswal-bse-enhanced-value-index-fund-direct-growth,groww.in,scheme_page_html,motilal-oswal-bse-enhanced-value-index-fund-direct-growth,2026-04-17T14:18:18.903844+00:00
https://groww.in/mutual-funds/motilal-oswal-large-and-midcap-fund-direct-growth,groww.in,scheme_page_html,motilal-oswal-large-and-midcap-fund-direct-growth,2026-04-17T14:18:18.903844+00:00
https://groww.in/mutual-funds/motilal-oswal-nifty-india-defence-index-fund-direct-growth,groww.in,scheme_page_html,motilal-oswal-nifty-india-defence-index-fund-direct-growth,2026-04-17T14:18:18.903844+00:00
https://groww.in/mutual-funds/motilal-oswal-gold-and-silver-passive-fof-direct-growth,groww.in,scheme_page_html,motilal-oswal-gold-and-silver-passive-fof-direct-growth,2026-04-17T14:18:18.903844+00:00
https://groww.in/mutual-funds/motilal-oswal-small-cap-fund-direct-growth,groww.in,scheme_page_html,motilal-oswal-small-cap-fund-direct-growth,2026-04-17T14:18:18.903844+00:00
https://groww.in/mutual-funds/motilal-oswal-nifty-500-momentum-50-index-fund-direct-growth,groww.in,scheme_page_html,motilal-oswal-nifty-500-momentum-50-index-fund-direct-growth,2026-04-17T14:18:18.903844+00:00
